typehus,vaerelse,postnummer,adresse,energimaerke,href,grundareal,antal_plan,boligareal,byggeaar,ejendomsvaerdi,liggetid_slut,liggetid_start,salgsdato,salgspris,udbudspris,varmekilde,ydervaegsmateriale,liggetid,afslag,kvadratmeterpris,salgsaar,salgsmaaned
Villa,8,8240 Risskov,Askvej 3,f,https://www.boligsiden.dk/arkiv/216846362,873,2,212,1937,4350000,2012-01-11,2011-01-31,2012-08-14,750000,4998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",561,4248000,3537,2012,8
Villa,6,8355 Solbjerg,Solbjerg Hedevej 48,e,https://www.boligsiden.dk/arkiv/259319490,861,1,190,1971,1950000,2017-01-20,2016-11-15,2017-01-19,2150000,2295000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",65,145000,11315,2017,1
Villa,5,8220 Brabrand,Hejredalsvej 17,e,https://www.boligsiden.dk/arkiv/795539771,718,1,171,1961,2450000,2012-04-04,2011-02-02,2012-02-04,1850000,1925000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",367,75000,10818,2012,2
Villa,4,8200 Aarhus N,Malmøgade 15,e,https://www.boligsiden.dk/arkiv/559686114,607,1,111,1961,1950000,2012-05-30,2011-03-02,2012-05-25,1875000,1998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Letbeton (lette bloksten, gasbeton)",450,123000,16891,2012,5
Rækkehus,6,8381 Tilst,Sivagervej 1,c,https://www.boligsiden.dk/arkiv/196898780,1003,2,172,1969,2050000,2012-11-04,2011-04-02,2014-10-06,2100000,2348000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1283,248000,12209,2014,10
Rækkehus,3,8230 Åbyhøj,Tousvej 4A,c,https://www.boligsiden.dk/arkiv/679387628,207,1,93,1947,1700000,2012-03-30,2011-04-02,2012-03-24,1725000,1998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",357,273000,18548,2012,3
Villa,5,8210 Aarhus V,Bymosevej 34,d,https://www.boligsiden.dk/arkiv/410230026,1031,1,147,1974,2050000,2012-01-19,2011-04-02,2017-07-26,1350242,2385000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",2307,1034758,9185,2017,7
Rækkehus,4,8250 Egå,Egå Engvej 41,a,https://www.boligsiden.dk/arkiv/961136243,123,2,100,2011,1950000,2012-11-12,2011-07-02,2012-10-12,1995000,1995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Letbeton (lette bloksten, gasbeton)",468,0,19950,2012,10
Villa,4,8210 Aarhus V,Herredsvej 26,e,https://www.boligsiden.dk/arkiv/701779193,830,1,113,1927,2150000,2012-11-04,2011-08-02,2012-02-04,2998000,2998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",186,0,26530,2012,2
Villa,5,8355 Solbjerg,Vestervangsparken 47,d,https://www.boligsiden.dk/arkiv/151401052,1067,1,187,1970,2050000,2012-07-28,2011-09-02,2012-03-23,2750000,3198000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Letbeton (lette bloksten, gasbeton)",203,448000,14705,2012,3
Villa,5,8250 Egå,Østtoften 6,d,https://www.boligsiden.dk/arkiv/183861384,707,1,144,1967,3600000,2017-04-25,2016-09-12,2017-04-24,5100000,5495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",224,395000,35416,2017,4
Villa,4,8320 Mårslet,Præstegårdsvej 63,e,https://www.boligsiden.dk/arkiv/843739868,701,1,108,1972,1150000,2012-02-07,2011-10-02,2012-11-07,1900000,1885000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",402,-15000,17592,2012,11
Villa,7,8380 Trige,Parallelvej 62,c,https://www.boligsiden.dk/arkiv/973493794,2157,1,226,2007,2350000,2012-05-30,2011-10-02,2012-10-07,1750000,4495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",371,2745000,7743,2012,10
Lystejendom,3,8541 Skødstrup,Krajbjergvej 5,f,https://www.boligsiden.dk/arkiv/680879825,28283,1,234,1907,2700000,2013-08-21,2012-01-21,2013-08-20,1295000,1295000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",577,0,5534,2013,8
Villa,5,8200 Aarhus N,Bodøvej 148,e,https://www.boligsiden.dk/arkiv/715790097,815,1,163,1956,2100000,2013-03-23,2012-09-20,2013-03-25,1900000,2050000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",186,150000,11656,2013,3
Villa,5,8520 Lystrup,Porsbakken 8,c,https://www.boligsiden.dk/arkiv/555486178,704,1,155,1968,2250000,2012-01-24,2011-02-16,2012-01-20,2500000,2998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",338,498000,16129,2012,1
Fritidsbolig,6,8250 Egå,Plantagevej 21,d,https://www.boligsiden.dk/arkiv/185594417,803,1,104,1966,2350000,2012-12-04,2011-02-18,2012-03-26,2220000,2499000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",402,279000,21346,2012,3
Villa,5,8320 Mårslet,Langballevej 13,f,https://www.boligsiden.dk/arkiv/797869678,1000,1,100,1955,1950000,2012-06-15,2011-02-21,2012-05-22,2500000,2648000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",456,148000,25000,2012,5
Villa,3,8200 Aarhus N,Bækhusvej 5,g,https://www.boligsiden.dk/arkiv/744839076,729,1,105,1898,1650000,2012-10-23,2012-08-29,2012-10-19,1640000,1799000,"Elovne, elpaneler","Mursten (tegl, kalksten, cementsten)",51,159000,15619,2012,10
Villa,5,8520 Lystrup,Engelstoft 46,b,https://www.boligsiden.dk/arkiv/170105328,834,1,167,2009,2750000,2012-02-14,2011-02-22,2012-04-10,3550000,3895000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",413,345000,21257,2012,4
Villa,8,8320 Mårslet,Tandervej 15,d,https://www.boligsiden.dk/arkiv/154226549,807,1,249,1897,3000000,2012-03-01,2011-02-26,2011-11-11,3599000,3599000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",258,0,14453,2011,11
Villa,5,8230 Åbyhøj,Åbyvej 33,f,https://www.boligsiden.dk/arkiv/461523799,745,2,141,1932,2650000,2013-01-19,2012-09-21,2013-03-01,2900000,3150000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",161,250000,20567,2013,3
Villa,6,8230 Åbyhøj,J.Skjoldborgs Vej 50,g,https://www.boligsiden.dk/arkiv/819743242,948,1,171,1925,3200000,2012-03-14,2011-02-28,2012-03-13,3750000,3998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",379,248000,21929,2012,3
Villa,5,8340 Malling,Bygvænget 3,d,https://www.boligsiden.dk/arkiv/337889427,850,1,156,1964,1850000,2013-05-22,2012-10-10,2013-05-21,2000000,2195000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",223,195000,12820,2013,5
Villa,3,8230 Åbyhøj,Åbyvej 152,d,https://www.boligsiden.dk/arkiv/467356560,788,1,69,1942,1500000,2012-06-30,2012-05-25,2017-10-07,2525000,2098000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1961,-427000,36594,2017,10
Villa,7,8355 Solbjerg,Møllegårdsparken 26,c,https://www.boligsiden.dk/arkiv/279681497,920,1,201,1969,2350000,2017-07-04,2017-02-17,2017-07-04,2795000,2795000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",137,0,13905,2017,7
Villa,6,8462 Harlev J,Nyvangsvej 22,d,https://www.boligsiden.dk/arkiv/930891373,783,1,152,1965,1800000,2014-07-23,2012-11-16,2014-01-07,1800000,1998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",417,198000,11842,2014,1
Villa,4,8250 Egå,Vesttoften 3,d,https://www.boligsiden.dk/arkiv/836201380,934,1,151,1969,3100000,2017-06-01,2016-07-18,2016-11-14,2362729,5293000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",119,2930271,15647,2016,11
Villa,4,8240 Risskov,Tulipanvej 26,e,https://www.boligsiden.dk/arkiv/857436641,953,1,135,1958,2800000,2015-02-06,2014-09-25,2015-03-06,2300000,2495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",162,195000,17037,2015,3
Villa,6,8240 Risskov,Højagervej 9,d,https://www.boligsiden.dk/arkiv/883985453,788,1,176,1936,3900000,2016-05-14,2016-04-21,2016-05-13,6100000,6195000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",22,95000,34659,2016,5
Villa,5,8310 Tranbjerg J,Tranbjergvej 37,b,https://www.boligsiden.dk/arkiv/808822122,827,1,167,2000,2850000,2012-12-06,2011-08-03,2012-06-15,2935000,3089000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",317,154000,17574,2012,6
Villa,5,8240 Risskov,Havgårdsvej 3,d,https://www.boligsiden.dk/arkiv/508977645,892,1,139,1978,3100000,2012-01-26,2011-08-03,2012-01-25,3200000,3595000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",175,395000,23021,2012,1
Villa,7,8270 Højbjerg,Ryslingevej 17,d,https://www.boligsiden.dk/arkiv/308113299,780,1,146,1957,2250000,2012-09-03,2011-11-03,2012-08-03,2810000,2998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",274,188000,19246,2012,8
Rækkehus,5,8361 Hasselager,Pilegårdsvej 245,c,https://www.boligsiden.dk/arkiv/288389413,203,1,151,1978,1450000,2012-01-25,2011-03-15,2012-01-24,1675000,1798000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",315,123000,11092,2012,1
Villa,5,8361 Hasselager,Kunnerupvej 168,c,https://www.boligsiden.dk/arkiv/144407116,810,1,165,1978,1950000,2013-12-18,2013-01-05,2014-08-19,2450000,2595000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",591,145000,14848,2014,8
Rækkehus,4,8380 Trige,Gartnerparken 75,c,https://www.boligsiden.dk/arkiv/692129467,276,1,126,2006,1800000,2012-03-01,2011-03-17,2011-12-28,2045000,2195000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",286,150000,16230,2011,12
Rækkehus,4,8520 Lystrup,Ellebæk Parkvej 104,b,https://www.boligsiden.dk/arkiv/748390483,127,2,100,2003,1700000,2012-06-29,2011-03-16,2012-06-22,1785000,1895000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",464,110000,17850,2012,6
Villa,5,8471 Sabro,Viborgvej 760,e,https://www.boligsiden.dk/arkiv/410838808,1638,1,154,1952,1950000,2012-04-25,2011-03-18,2012-04-24,1700000,1825000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",403,125000,11038,2012,4
Villa,5,8520 Lystrup,Hyldehaven 126,d,https://www.boligsiden.dk/arkiv/974575603,931,1,184,1975,2300000,2012-04-23,2011-03-19,2012-01-04,2190000,2350000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",291,160000,11902,2012,1
Villa,4,8210 Aarhus V,Kærtoften 22,c,https://www.boligsiden.dk/arkiv/204202205,135,1,70,1900,1350000,2012-11-02,2011-03-21,2012-01-30,1550000,1698000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",315,148000,22142,2012,1
Villa,7,8541 Skødstrup,Kløvervangen 6,c,https://www.boligsiden.dk/arkiv/177765177,881,1,221,1969,2550000,2013-08-02,2012-10-16,2013-07-02,2400000,2598000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",259,198000,10859,2013,7
Villa,5,8000 Aarhus C,Knudrisgade 17,b,https://www.boligsiden.dk/arkiv/829005214,142,2,127,1890,2850000,2012-03-27,2011-03-22,2012-03-23,3550000,3795000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",367,245000,27952,2012,3
Villa,4,8270 Højbjerg,Marslevvej 10,e,https://www.boligsiden.dk/arkiv/878631835,1091,1,126,1955,2400000,2012-04-01,2011-03-22,2015-05-29,1250000,2325000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1529,1075000,9920,2015,5
Villa,6,8230 Åbyhøj,H.C.Andersens Vej 10,e,https://www.boligsiden.dk/arkiv/463324127,596,1,195,1926,3550000,2013-11-14,2012-09-18,2015-11-12,4800000,4495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1150,-305000,24615,2015,11
Villa,6,8270 Højbjerg,Bushøjvej 246,d,https://www.boligsiden.dk/arkiv/957084899,797,1,137,1978,2300000,2012-04-13,2011-03-23,2012-11-04,2601000,2598000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",592,-3000,18985,2012,11
Villa,9,8270 Højbjerg,Dalvangen 16,e,https://www.boligsiden.dk/arkiv/882410370,986,1,214,1927,4700000,2015-04-28,2013-11-11,2017-03-01,4695000,4495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1206,-200000,21939,2017,3
Villa,5,8310 Tranbjerg J,Bøgevænget 3,d,https://www.boligsiden.dk/arkiv/599406156,799,1,137,1971,1900000,2012-01-11,2011-03-23,2012-08-14,1925000,2195000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",510,270000,14051,2012,8
Villa,7,8520 Lystrup,Hedeskovvej 23,d,https://www.boligsiden.dk/arkiv/987370640,933,1,184,1969,2250000,2012-04-14,2011-03-23,2012-07-30,3158000,3198000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",495,40000,17163,2012,7
Villa,5,8471 Sabro,Borum Byvej 41,c,https://www.boligsiden.dk/arkiv/689985743,1267,2,214,1948,2350000,2011-06-25,2011-03-24,2012-07-08,1225000,2648000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",472,1423000,5724,2012,7
Villa,4,8355 Solbjerg,Fastrupvej 53,d,https://www.boligsiden.dk/arkiv/115080154,891,1,150,1973,1700000,2014-04-23,2014-01-22,2014-04-24,1915000,1995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",92,80000,12766,2014,4
Villa,7,8520 Lystrup,ELSTED SKOLEVEJ 18,d,https://www.boligsiden.dk/arkiv/383315287,911,1,151,1903,2250000,2012-01-27,2011-03-24,2012-01-16,2750000,3189000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",298,439000,18211,2012,1
Villa,5,8320 Mårslet,Mustrupvej 137,b,https://www.boligsiden.dk/arkiv/133368090,170,2,147,2008,2350000,2013-10-01,2011-03-24,2013-08-01,2925000,2995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Letbeton (lette bloksten, gasbeton)",861,70000,19897,2013,8
Villa,5,8462 Harlev J,Tåstrupvej 131,c,https://www.boligsiden.dk/arkiv/974103677,710,1,157,1996,2350000,2012-03-16,2011-03-25,2012-03-16,1998000,1998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",357,0,12726,2012,3
Villa,5,8320 Mårslet,Storhøjvej 18,e,https://www.boligsiden.dk/arkiv/520081042,800,1,116,1965,1950000,2017-01-02,2015-06-08,2017-01-02,2550000,2625000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",574,75000,21982,2017,1
Villa,4,8380 Trige,Trige Møllevej 126,d,https://www.boligsiden.dk/arkiv/313112416,744,1,112,1978,1300000,2014-07-25,2014-07-05,2014-07-23,1650000,1695000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",18,45000,14732,2014,7
Landejendom,7,8320 Mårslet,Hørret Byvej 18,g,https://www.boligsiden.dk/arkiv/392544600,25778,1,143,1907,3300000,2012-01-14,2011-03-30,2012-12-01,3616000,4000000,Varmepumpe,"Mursten (tegl, kalksten, cementsten)",612,384000,25286,2012,12
Villa,8,8330 Beder,Stokrosevej 7,d,https://www.boligsiden.dk/arkiv/624967075,972,1,192,1971,2550000,2015-04-21,2015-03-31,2015-04-21,2390000,2450000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",21,60000,12447,2015,4
