typehus,vaerelse,postnummer,adresse,energimaerke,href,grundareal,antal_plan,boligareal,byggeaar,ejendomsvaerdi,liggetid_slut,liggetid_start,salgsdato,salgspris,udbudspris,varmekilde,ydervaegsmateriale,liggetid,afslag,kvadratmeterpris,salgsaar,salgsmaaned
Villa,5,8541 Skødstrup,Morgenfruevej 5,c,https://www.boligsiden.dk/arkiv/160620871,798,1,149,1970,2100000,2014-03-25,2013-10-23,2014-03-24,2760000,2898000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",152,138000,18523,2014,3
Villa,7,8541 Skødstrup,Bakkely 17,a,https://www.boligsiden.dk/arkiv/773226478,917,1,220,2013,3100000,2015-09-29,2015-09-14,2015-09-28,3200000,3449000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),Fibercement (asbestfri),14,249000,14545,2015,9
Villa,4,8200 Aarhus N,Kornbakke Alle 82,f,https://www.boligsiden.dk/arkiv/432831380,608,1,102,1955,2300000,2014-03-05,2013-10-23,2014-03-27,3025000,3198000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",155,173000,29656,2014,3
Villa,6,8270 Højbjerg,Spicavej 8,e,https://www.boligsiden.dk/arkiv/344764632,1014,1,186,1963,2750000,2014-01-21,2013-10-23,2014-01-20,3475000,3598000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",89,123000,18682,2014,1
Rækkehus,4,8520 Lystrup,Ved Gadekæret 2,c,https://www.boligsiden.dk/arkiv/389569632,195,1,150,1985,1950000,2014-04-24,2013-10-23,2017-03-24,2200000,2298000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",1248,98000,14666,2017,3
Landejendom,4,8462 Harlev J,Skibbyvej 51,b,https://www.boligsiden.dk/arkiv/586800723,54177,1,237,2008,1800000,2016-05-17,2015-10-21,2016-10-05,4325000,4995000,Varmepumpe,Træbeklædning,350,670000,18248,2016,10
Landejendom,4,8462 Harlev J,Skibbyvej 51,b,https://www.boligsiden.dk/arkiv/586800723,54177,1,237,2008,1800000,2016-05-17,2015-10-21,2016-10-05,4325000,4995000,Varmepumpe,Træbeklædning,350,670000,18248,2016,10
Landejendom,4,8462 Harlev J,Skibbyvej 51,b,https://www.boligsiden.dk/arkiv/586800723,54177,1,237,2008,1800000,2016-05-17,2015-10-21,2016-10-05,4325000,4995000,Varmepumpe,Træbeklædning,350,670000,18248,2016,10
Landejendom,4,8462 Harlev J,Skibbyvej 51,b,https://www.boligsiden.dk/arkiv/586800723,54177,1,237,2008,1800000,2016-05-17,2015-10-21,2016-10-05,4325000,4995000,Varmepumpe,Træbeklædning,350,670000,18248,2016,10
Villa,7,8000 Aarhus C,Strandvejen 56,f,https://www.boligsiden.dk/arkiv/584390727,1059,1,239,1940,6850000,2015-12-22,2014-06-11,2015-04-12,6650000,6995000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",305,345000,27824,2015,4
Landejendom,5,8200 Aarhus N,Larsmindevej 15,c,https://www.boligsiden.dk/arkiv/547674520,114183,1,163,1974,1950000,2014-02-19,2013-04-12,2014-04-28,1225000,2999000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",381,1774000,7515,2014,4
Rækkehus,4,8310 Tranbjerg J,Skovgårdsvænget 472,e,https://www.boligsiden.dk/arkiv/720150857,409,1,85,1974,1300000,2014-01-25,2013-10-24,2014-01-24,1550000,1598000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",92,48000,18235,2014,1
Villa,6,8210 Aarhus V,Runehøjen 8,d,https://www.boligsiden.dk/arkiv/867974732,920,1,143,1972,1750000,2013-11-22,2013-10-24,2013-11-22,2463000,2498000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",29,35000,17223,2013,11
Villa,5,8240 Risskov,Sandagervej 5,d,https://www.boligsiden.dk/arkiv/252629268,1000,1,214,2015,5900000,2014-08-02,2013-10-24,2015-08-19,8500000,4598000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",664,-3902000,39719,2015,8
Landejendom,7,8310 Tranbjerg J,Ellevej 7,e,https://www.boligsiden.dk/arkiv/696866861,105094,1,230,1866,3800000,2015-04-29,2014-07-10,2015-04-22,4800000,4995000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",286,195000,20869,2015,4
Villa,3,8260 Viby J,Damtoften 10,e,https://www.boligsiden.dk/arkiv/893406163,793,1,110,1960,1950000,2014-11-01,2013-10-24,2014-07-01,1800000,1825000,"Centralvarme fra eget anlæg, etkammer fyr","Mursten (tegl, kalksten, cementsten)",250,25000,16363,2014,7
Villa,5,8520 Lystrup,Hybenhaven 15,a,https://www.boligsiden.dk/arkiv/500803095,802,1,200,2010,3200000,2015-01-13,2013-10-24,2015-12-01,4550000,4550000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),Fibercement (asbestfri),768,0,22750,2015,12
Villa,5,8541 Skødstrup,Æblerosevej 2,c,https://www.boligsiden.dk/arkiv/443525299,1021,1,169,1980,2550000,2015-01-04,2015-02-27,2015-03-30,3400000,3495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",31,95000,20118,2015,3
Rækkehus,5,8320 Mårslet,Nymarksvej 14H,b,https://www.boligsiden.dk/arkiv/677876992,228,1,121,1986,1700000,2014-08-29,2013-10-24,2014-08-27,1700000,1835000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",307,135000,14049,2014,8
Villa,6,8210 Aarhus V,Runestenen 13,d,https://www.boligsiden.dk/arkiv/509005458,937,1,230,1972,3000000,2014-07-08,2014-08-05,2014-08-15,2450000,2598000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",10,148000,10652,2014,8
Villa,6,8320 Mårslet,Bedervej 40,d,https://www.boligsiden.dk/arkiv/867526164,957,1,179,1979,2250000,2013-11-29,2013-10-25,2013-11-28,2200000,2200000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",34,0,12290,2013,11
Villa,6,8520 Lystrup,Engelstoft 108,b,https://www.boligsiden.dk/arkiv/417944078,816,1,213,2008,3200000,2014-04-30,2013-10-25,2014-04-29,4315000,4499000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",186,184000,20258,2014,4
Villa,4,8541 Skødstrup,Hjelmagervænget 29,c,https://www.boligsiden.dk/arkiv/658252511,470,1,123,2001,1900000,2014-08-01,2013-10-25,2014-07-01,2360000,2495000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",249,135000,19186,2014,7
Villa,4,8230 Åbyhøj,Thorsvej 41,d,https://www.boligsiden.dk/arkiv/942423707,384,1,97,1916,2100000,2013-12-20,2013-10-25,2014-03-20,2850000,2998000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",146,148000,29381,2014,3
Rækkehus,3,8270 Højbjerg,Hjulbjergvej 28 B,c,https://www.boligsiden.dk/arkiv/318071169,138,1,70,1999,1500000,2014-06-03,2013-10-25,2014-02-25,1970000,2069000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",123,99000,28142,2014,2
Villa,6,8270 Højbjerg,Hamphøjvej 5,d,https://www.boligsiden.dk/arkiv/686779713,945,2,150,1935,3300000,2014-05-20,2013-10-25,2014-05-18,3000000,3098000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",205,98000,20000,2014,5
Villa,5,8520 Lystrup,Petersmindevej 156,d,https://www.boligsiden.dk/arkiv/218438697,1164,1,200,1906,2100000,2014-09-29,2014-02-09,2014-09-27,2268000,2298000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",230,30000,11340,2014,9
Villa,5,8520 Lystrup,Petersmindevej 156,d,https://www.boligsiden.dk/arkiv/218438697,1164,1,200,1906,2100000,2014-09-29,2014-02-09,2014-09-27,2268000,2298000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",230,30000,11340,2014,9
Villa,5,8520 Lystrup,Petersmindevej 156,d,https://www.boligsiden.dk/arkiv/218438697,1164,1,200,1906,2100000,2014-09-29,2014-02-09,2014-09-27,2268000,2298000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",230,30000,11340,2014,9
Villa,5,8520 Lystrup,Petersmindevej 156,d,https://www.boligsiden.dk/arkiv/218438697,1164,1,200,1906,2100000,2014-09-29,2014-02-09,2014-09-27,2268000,2298000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",230,30000,11340,2014,9
Villa,5,8520 Lystrup,Petersmindevej 156,d,https://www.boligsiden.dk/arkiv/218438697,1164,1,200,1906,2100000,2014-09-29,2014-02-09,2014-09-27,2268000,2298000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",230,30000,11340,2014,9
Villa,5,8520 Lystrup,Petersmindevej 156,d,https://www.boligsiden.dk/arkiv/218438697,1164,1,200,1906,2100000,2014-09-29,2014-02-09,2014-09-27,2268000,2298000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",230,30000,11340,2014,9
Villa,5,8520 Lystrup,Petersmindevej 156,d,https://www.boligsiden.dk/arkiv/218438697,1164,1,200,1906,2100000,2014-09-29,2014-02-09,2014-09-27,2268000,2298000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",230,30000,11340,2014,9
Villa,5,8520 Lystrup,Petersmindevej 156,d,https://www.boligsiden.dk/arkiv/218438697,1164,1,200,1906,2100000,2014-09-29,2014-02-09,2014-09-27,2268000,2298000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",230,30000,11340,2014,9
Villa,5,8520 Lystrup,Petersmindevej 156,d,https://www.boligsiden.dk/arkiv/218438697,1164,1,200,1906,2100000,2014-09-29,2014-02-09,2014-09-27,2268000,2298000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",230,30000,11340,2014,9
Villa,4,8000 Aarhus C,Skt. Anna Gade 37,e,https://www.boligsiden.dk/arkiv/776602230,193,1,120,1888,3550000,2013-11-13,2013-10-25,2013-12-18,4399999,4400000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",54,1,36666,2013,12
Villa,4,8000 Aarhus C,Skt. Anna Gade 37,e,https://www.boligsiden.dk/arkiv/776602230,193,1,120,1888,3550000,2013-11-13,2013-10-25,2013-12-18,4399999,4400000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",54,1,36666,2013,12
Villa,4,8000 Aarhus C,Skt. Anna Gade 37,e,https://www.boligsiden.dk/arkiv/776602230,193,1,120,1888,3550000,2013-11-13,2013-10-25,2013-12-18,4399999,4400000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",54,1,36666,2013,12
Villa,4,8000 Aarhus C,Skt. Anna Gade 37,e,https://www.boligsiden.dk/arkiv/776602230,193,1,120,1888,3550000,2013-11-13,2013-10-25,2013-12-18,4399999,4400000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",54,1,36666,2013,12
Villa,4,8000 Aarhus C,Skt. Anna Gade 37,e,https://www.boligsiden.dk/arkiv/776602230,193,1,120,1888,3550000,2013-11-13,2013-10-25,2013-12-18,4399999,4400000,Fjernvarme/blokvarme (radiatorsystemer el. varmluftanlæg),"Mursten (tegl, kalksten, cementsten)",54,1,36666,2013,12
